Web.ID,Region.of.Incident,Reported.Date,Reported.Year,Reported.Month,Number.Dead,Minimum.Estimated.Number.of.Missing,Total.Dead.and.Missing,Number.of.Survivors,Number.of.Females,Number.of.Males,Number.of.Children,Cause.of.Death,Land.or.Sea,Location.Description,Information.Source,Location.Coordinates,Migration.Route,URL,UNSD.Geographical.Grouping,Source.Quality,Cause.of.Death.Brief,Year.Month,Month.Year
40966,Mediterranean,2015-09-02,2015,Sep,1,0,1,,,1,,Unknown,sea,off the coast of Chios,IOM Athens,"38.406249000000, 26.246271000000",Eastern Mediterranean,"",Uncategorized,4,Unknown,2015-09,09/15
40967,Mediterranean,2015-09-02,2015,Sep,1,0,1,,,,,Unknown,sea,Off the coast of Lesvos,IOM Athens,"39.283600000000, 26.505700000000",Eastern Mediterranean,"",Uncategorized,4,Unknown,2015-09,09/15
40992,Mediterranean,2015-10-18,2015,Oct,1,0,1,,,1,1,Unknown,sea,Off the coast of Farmakonisi,Hellenic Coast Guard via IOM Greece,"38.375528800000, 25.716800500000",Eastern Mediterranean,http://www.hcg.gr/node/11295,Uncategorized,5,Unknown,2015-10,10/15
40712,Mediterranean,2015-10-28,2015,Oct,1,0,1,,1,,1,Unknown,sea,Hospital in Samos,Hellenic Coast Guard,"37.754800000000, 26.977800000000",Eastern Mediterranean,http://www.hcg.gr/node/11351,Uncategorized,5,Unknown,2015-10,10/15
40994,Mediterranean,2015-10-28,2015,Oct,1,0,1,,,,1,Unknown,sea,Agia Fotia on Lesvos,Hellenic Coast Guard,"37.458981000000, 26.992945000000",Eastern Mediterranean,http://www.hcg.gr/node/11405,Uncategorized,5,Unknown,2015-10,10/15
40868,Mediterranean,2015-10-30,2015,Oct,1,0,1,,,,,Unknown,sea,Lesvos,Hellenic Coast Guard,"39.175649100000, 25.943523100000",Eastern Mediterranean,http://www.hcg.gr/node/11408,Uncategorized,5,Unknown,2015-10,10/15
40998,Mediterranean,2015-11-11,2015,Nov,1,0,1,,,1,,Unknown,sea,Agia Triada area in Lesvos,Hellenic Coast Guard via IOM Greece,"39.276195000000, 26.383443000000",Eastern Mediterranean,http://www.hcg.gr/node/11463,Uncategorized,5,Unknown,2015-11,11/15
41002,Mediterranean,2015-12-23,2015,Dec,1,0,1,,1,,,Unknown,sea,"Found on Fournoi Island, Greece",Hellenic Coast Guaard vai IOM Athens,"37.566252000000, 26.505769000000",Eastern Mediterranean,http://www.hcg.gr/node/11723,Uncategorized,5,Unknown,2015-12,12/15
42435,Mediterranean,2016-01-15,2016,Jan,1,0,1,63,,,1,Unknown,sea,"after boat reached Farmakonissi, Greece",Hellenic Coast Guard,"37.291097300000, 27.073482000000",Eastern Mediterranean,http://bit.ly/209Czm1,Uncategorized,5,Unknown,2016-01,01/16
30706,Mediterranean,2017-01-15,2017,Jan,1,0,1,,,1,,Unknown,sea,"Body found on Klima Beach, Samos, Greece","IOM Greece, Samiakovima","37.700274600000, 27.036172000000",Eastern Mediterranean,http://bit.ly/2jYqqQY,Uncategorized,4,Unknown,2017-01,01/17
43830,Mediterranean,2017-09-28,2017,Sep,1,0,1,5,1,,1,Unknown,sea,"Hospital in Kastellorizo Island, Greece, after boat capsized off the coast of the island",IOM Greece,"36.144480100000, 29.586158100000",Eastern Mediterranean,"http://nyti.ms/2k4PLO5, http://www.hcg.gr/node/16113",Uncategorized,4,Unknown,2017-09,09/17
46039,Mediterranean,2018-10-27,2018,Oct,1,0,1,12,1,,,Unknown,sea,"Died in district hospital after being rescued off Turgutreis Cape, Bodrum, Turkey",IOM Turkey,"36.951540206154, 27.239748161133",Eastern Mediterranean,https://bit.ly/2yAwsRK,Uncategorized,4,Unknown,2018-10,10/18
48344,Mediterranean,2019-01-14,2019,Jan,1,0,1,40,1,,1,Unknown,sea,"5 miles from Kusadasi, Kuşadası/Aydın Province, Turkey",Turkish Coast Guard,"37.857359600378, 27.167936354123",Eastern Mediterranean,https://bit.ly/2FDQZZM,Uncategorized,5,Unknown,2019-01,01/19
51622,Mediterranean,2019-04-07,2019,Apr,1,0,1,41,,1,1,Unknown,sea,"Found on boat off the coast of Dikili, İzmir province, Turkey",IOM Turkey,"39.081226157667, 26.818093010372",Eastern Mediterranean,https://twitter.com/IOMturkey/status/1115234536835690496,Uncategorized,4,Unknown,2019-04,04/19
42476,Mediterranean,2016-03-20,2016,Mar,2,0,2,40,2,,2,Unknown (found on dinghy),sea,"off the coast of Ro, Greece",IOM Greece,"36.155277800000, 29.495033500000",Eastern Mediterranean,http://bit.ly/1Rw4rtE,Uncategorized,4,Unknown,2016-03,03/16
42508,Mediterranean,2016-03-20,2016,Mar,2,0,2,,,2,,Unknown (found on dinghy),sea,"Lesvos Island, Greece",IOM Greece,"39.209707825471, 26.517559644531",Eastern Mediterranean,http://bit.ly/1WBT5bT,Uncategorized,4,Unknown,2016-03,03/16
40648,Mediterranean,2015-08-29,2015,Aug,1,0,1,,,1,1,Violence,land,Off the coast of Symi,IOM Greece,"37.754800000000, 26.977800000000",Eastern Mediterranean,"",Uncategorized,4,Violence,2015-08,08/15
44769,Europe,2018-04-20,2018,Apr,1,0,1,,,1,,Electrocution on railway,land,"Outside Thessaloniki, Greece",AP,"40.671586372048, 22.895495607568",Eastern Mediterranean,https://nyti.ms/2HFRZON,Southern Europe,1,Transportation accident,2018-04,04/18
44872,Europe,2018-06-10,2018,Jun,1,0,1,,,1,,Hit by truck,land,"Port of Patras, Greece",Hellenic Coast Guard,"38.227960500000, 21.721644100000",Eastern Mediterranean,http://www.hcg.gr/node/17924,Southern Europe,5,"Foot migration, accidental",2018-06,06/18
46142,Europe,2018-03-20,2018,Mar,1,0,1,,,1,,Hit by vehicle,land,"Akti Drimeon Avenue in Patras, Greece","IOM Greece, MSF Greece","38.277998000000, 21.764864000000",Eastern Mediterranean,https://bit.ly/2RRfEh0,Southern Europe,4,"Foot migration, accidental",2018-03,03/18
46144,Europe,2018-11-05,2018,Nov,1,0,1,,,1,,Hit by vehicle,land,"On Egnatia Motorway in Igoumenitsa, Greece","IOM Greece, MSF Greece","39.488630000000, 20.280311000000",Eastern Mediterranean,https://bit.ly/2E6TFP5,Southern Europe,4,"Foot migration, accidental",2018-11,11/18
40633,Europe,2015-01-03,2015,Jan,1,0,1,,,1,,Hypothermia,land,Unspecified location in Greece en route to Northern Europe,Action Group for Palestinians of Syria,"41.168911300000, 21.528735600000",Eastern Mediterranean,http://www.actionpal.org.uk/en/,Southern Europe,4,Exposure/Dehydration,2015-01,01/15
44870,Europe,2018-06-08,2018,Jun,5,0,5,11,1,3,3,Vehicle Accident,land,"Egnatia Odos highway, near Kavala, Greece","IOM Greece, Ekathimerini, Greek Reporter","40.987902530830, 24.600320223633",Eastern Mediterranean,"https://bit.ly/2y1aSI7, https://bit.ly/2kZDHeC",Southern Europe,4,Transportation accident,2018-06,06/18
52489,Europe,2019-10-09,2019,Oct,3,0,3,12,,1,,Vehicle Accident,land,"Road near Areti, 40km northeast of Thessaloniki, Greece","IOM Greece, Ekathimerini","40.740769378941, 23.256371964803",Eastern Mediterranean,http://bit.ly/2VsDDpg,Southern Europe,4,Transportation accident,2019-10,10/19
41051,Europe,2015-12-24,2015,Dec,1,0,1,,1,,1,Vehicle Accident,land,Samos Island,IOM Athens,"33.631295300000, 15.615427200000",Eastern Mediterranean,"",Uncategorized,4,Transportation accident,2015-12,12/15
48316,Europe,2018-05-04,2018,May,1,0,1,,,1,1,Violence,land,"Port of Patras, Greece","UNHCR, Patras Times","38.229133692993, 21.720511611240",Eastern Mediterranean,https://bit.ly/2QPrV3X,Southern Europe,4,Violence,2018-05,05/18
51891,Europe,2019-02-01,2019,Feb,0,4,4,8,3,,3,Drowning,river,"Evros/Meriç river, Greece-Turkey border","Arab News, Ekathimerini","40.943359494525, 26.346705112284",Eastern Mediterranean,"https://bit.ly/2D8JdEE, https://bit.ly/2Sb57S3",Southern Europe,3,Drowning,2019-02,02/19
51630,Europe,2019-03-24,2019,Mar,1,0,1,,,1,,Drowning,river,"Evros River, near Feres, Greece",E-Evros,"40.886871122341, 26.249464612210",Eastern Mediterranean,https://bit.ly/2Gah8PN,Southern Europe,1,Drowning,2019-03,03/19
51678,Europe,2019-03-29,2019,Mar,1,0,1,,,,,Drowning,river,"Evros River, near Feres, Greece",Hellenic Police via UNHCR,"40.880966337291, 26.221849980838",Eastern Mediterranean,"",Southern Europe,5,Drowning,2019-03,03/19
51834,Europe,2019-05-12,2019,May,1,0,1,,,1,,Drowning,river,"Evros/Meriç river, near Didymoteicho, Greece","UNHCR, Thrakinea","41.327261927730, 26.509923237185",Eastern Mediterranean,http://www.thrakinea.gr/archives/139368,Southern Europe,4,Drowning,2019-05,05/19
51892,Europe,2019-07-28,2019,Jul,1,0,1,,,1,,Drowning,river,"Evros/Meriç river, near Aristino, Greece",E-Evros,"40.840002243105, 26.215655703007",Eastern Mediterranean,http://bit.ly/2SNfCYT,Southern Europe,1,Drowning,2019-07,07/19
51629,Europe,2017-11-09,2017,Nov,1,0,1,,1,,,Drowning,river,"Evros River, near Tychero, Greece",UNHCR,"41.039322102826, 26.330938837939",Eastern Mediterranean,"",Southern Europe,4,Drowning,2017-11,11/17
45816,Europe,2018-07-29,2018,Jul,1,0,1,,,1,1,Drowning,river,"Evros/Meriç river, Greece-Turkey border",Ekathimerini,"40.914511355632, 26.260509666650",Eastern Mediterranean,https://bit.ly/2Axy3vc,Southern Europe,1,Drowning,2018-07,07/18
30830,Europe,2017-02-22,2017,Feb,3,0,3,5,,,,Drowning,river,"Maritsa River, near ?psala, Turkey and Greece border",Expansion,"40.944391500000, 26.285170200000",Eastern Mediterranean,"http://bit.ly/2mnTMJR, http://bit.ly/2lNSjA4",Western Europe,3,Drowning,2017-02,02/17
44826,Europe,2018-01-28,2018,Jan,1,0,1,,,1,,Exposure,land,"Evros River, near Kastanies, Greece","UNHCR, Thrakinea","41.658826381798, 26.486183883142",Eastern Mediterranean,"https://bit.ly/2KQ4qFq, https://bit.ly/2HvAcqv",Southern Europe,4,Exposure/Dehydration,2018-01,01/18
43669,Europe,2017-08-27,2017,Aug,2,0,2,,,2,,Hit by train,land,"Evros border region, between the city of Alexandroupolis and Dikaia, Greece","IOM Greece,","41.177506777048, 26.219536803125",Eastern Mediterranean,"http://bit.ly/2xK1gNb, http://bit.ly/2vGATGt, http://bit.ly/2w10ZZN",Southern Europe,4,"Foot migration, accidental",2017-08,08/17
45839,Europe,2018-07-20,2018,Jul,2,0,2,,,,,Hit by train,land,"Alexandroupolis-Ormenio train line, near Antheia, Alexandropoulis, Greece","IOM Greece, AP, Kathimerini","40.871091800000, 26.047733822656",Eastern Mediterranean,"https://bit.ly/2NDNIe1, https://bit.ly/2NyMiBt",Southern Europe,3,"Foot migration, accidental",2018-07,07/18
46045,Europe,2018-10-25,2018,Oct,1,0,1,,,1,,Hit by train,land,"Near Lutros, Alexandroupolis, Greece","IOM Greece, Evros 24","40.880611200000, 26.045885000000",Eastern Mediterranean,https://bit.ly/2Ry5SzJ,Southern Europe,3,"Foot migration, accidental",2018-10,10/18
46103,Europe,2018-11-27,2018,Nov,4,0,4,,,4,,Hit by train,land,"Train tracks near Fylakas, between Alexandroupolis and Komotini, Greece, at the border with Turkey","IOM Greece, Ekathimerini, AFP","41.051762000000, 25.475700000000",Eastern Mediterranean,"https://bit.ly/2DQ7qla, https://bit.ly/2PYVOmR",Southern Europe,4,"Foot migration, accidental",2018-11,11/18
51881,Europe,2019-07-20,2019,Jul,1,0,1,,,1,,Hit by train,land,"Train tracks along the railway line Thessaloniki-Alexandroupolis, near Xanthi, Greece","Refugee Support Aegean, Efsyn","40.640062900000, 22.944419100000",Eastern Mediterranean,"http://bit.ly/2M3Czp7, http://bit.ly/2Lw8NKc",Southern Europe,4,"Foot migration, accidental",2019-07,07/19
30661,Europe,2017-01-03,2017,Jan,1,0,1,,,1,,Hypothermia,land,"Near Didimoteicho, Greece","IOM Greece, AP","41.345409800000, 26.480810900000",Eastern Mediterranean,http://bit.ly/2hQUT75,Southern Europe,4,Exposure/Dehydration,2017-01,01/17
30704,Europe,2017-01-14,2017,Jan,1,0,1,,,1,,Hypothermia,land,"Near Evros River, Feres, Greece",CNN,"40.886378700000, 26.177408600000",Eastern Mediterranean,http://bit.ly/2iH705B,Southern Europe,1,Exposure/Dehydration,2017-01,01/17
45974,Europe,2018-10-10,2018,Oct,3,0,3,,3,,1,Murdered,land,"Bodies recovered near Evros/Meriç river, east of Didymoteicho, Greece","AP, Ekathimerini, BBC","41.339916614722, 26.519326470020",Eastern Mediterranean,"https://bit.ly/2C8miKI, https://bit.ly/2pU6Quw, https://bbc.in/2AaYjJr",Southern Europe,3,Violence,2018-10,10/18
44067,Europe,2017-12-28,2017,Dec,1,0,1,,,1,,Presumed drowning,river,"Evros River, Greece-Turkey Border",The New Arab,"40.976820140548, 26.309509277344",Eastern Mediterranean,"http://bit.ly/2CEpv5p, http://bit.ly/2As6RIY",Southern Europe,3,Drowning,2017-12,12/17
44827,Europe,2018-03-03,2018,Mar,1,0,1,,,1,,Presumed drowning,river,"Evros River, Anthia Apalou beach, Alexandroupolis, Greece-Turkey border",Hellenic Coast Guard,"40.730370782836, 26.040387704956",Eastern Mediterranean,https://bit.ly/2LrTbnZ,Southern Europe,5,Drowning,2018-03,03/18
45759,Europe,2018-04-04,2018,Apr,1,0,1,2,,1,1,Presumed drowning,river,"Evros/Meriç river, Greece-Turkey border",UNHCR,"40.895695488420, 26.252389505493",Eastern Mediterranean,https://bit.ly/2MlzCgt,Southern Europe,4,Drowning,2018-04,04/18
45760,Europe,2018-06-21,2018,Jun,7,0,7,,,,,Presumed drowning,river,"Evros/Meriç river, Greece-Turkey border",UNHCR,"40.897774704222, 26.252355751245",Eastern Mediterranean,https://bit.ly/2MlzCgt,Southern Europe,4,Drowning,2018-06,06/18
46046,Europe,2018-10-25,2018,Oct,1,2,3,,1,,2,Presumed drowning,river,"Evros River, near Orestiada, Greece","IOM Greece, Ekathimerini","41.507704846227, 26.598028237012",Eastern Mediterranean,https://bit.ly/2PEVed3,Southern Europe,3,Drowning,2018-10,10/18
43991,Europe,2017-11-22,2017,Nov,1,0,1,,,1,,Unknown,land,"Mountain village in Evros region, Greece",AP,"41.244376100000, 26.135943100000",Eastern Mediterranean,"http://wapo.st/2zfJNNq, https://bit.ly/2s2ELTe",Southern Europe,3,Unknown,2017-11,11/17
44659,Europe,2018-03-12,2018,Mar,1,0,1,,,1,,Unknown,river,"Delta of Evros River, Greece - Turkey border",AP,"40.730977330508, 26.054894299424",Eastern Mediterranean,"http://bit.ly/2pbl6xR, https://bit.ly/2IK0SUD",Southern Europe,3,Unknown,2018-03,03/18
30932,Europe,2017-04-24,2017,Apr,1,0,1,14,,1,,Vehicle Accident,land,"Near Xanthi, Greece",AP,"41.137855200000, 24.877635500000",Eastern Mediterranean,http://bit.ly/2orzULu,Southern Europe,1,Transportation accident,2017-04,04/17
44003,Europe,2017-11-28,2017,Nov,4,0,4,4,,,,Vehicle Accident,land,"Cliff near Kavala, east of Thessaloniki, Greece","AP, Pakistan Today","40.937607000000, 24.412866000000",Eastern Mediterranean,"http://bit.ly/2Bks8Fi, http://bit.ly/2iLH0bV",Southern Europe,3,Transportation accident,2017-11,11/17
44917,Europe,2018-06-27,2018,Jun,3,0,3,7,1,2,,Vehicle Accident,land,"Egnatia highway, near Alexandropoulis, Greece",Ekathimerini,"40.878451475853, 25.697494104492",Eastern Mediterranean,https://bit.ly/2Kd64Fu,Southern Europe,1,Transportation accident,2018-06,06/18
51977,Europe,2019-08-26,2019,Aug,6,0,6,10,,6,,Vehicle Accident,land,"Near Loutra, Alexandroupoli, Greece",IOM Greece,"40.862794800000, 26.033687200000",Eastern Mediterranean,https://bit.ly/2Zh7d6c,Southern Europe,4,Transportation accident,2019-08,08/19
52425,Europe,2019-09-12,2019,Sep,1,0,1,8,,,,Vehicle Accident,land,"Egnatia highway, near Komotini, Greece","Ekathimerini, Voria, IOM Greece","41.094866935213, 25.406005057255",Eastern Mediterranean,"http://bit.ly/2mkfdAX, http://bit.ly/2lY1sYc",Southern Europe,4,Transportation accident,2019-09,09/19
44828,Europe,2018-03-24,2018,Mar,2,0,2,,,2,,Violence,land,"Bodies found in an abandoned building near Potamos, outside Alexandroupolis, Greece, near border with Turkey",AP,"40.857735248188, 25.886080446033",Eastern Mediterranean,"https://bit.ly/2DX9JiA, https://bit.ly/2x67T0J",Southern Europe,3,Violence,2018-03,03/18
40286,Europe,2015-05-12,2015,May,1,0,1,,,1,,Crushed in back of truck,land,"Genas, France",Lyon Capitale,"45.732148000000, 4.999428000000",Italy to Western/Central Europe,http://bit.ly/1HpTRGh,Western Europe,1,Transportation accident,2015-05,05/15
44534,Europe,2016-11-21,2016,Nov,1,0,1,,,1,,Drowning,river,"Roya River, Ventimiglia, Italy",Open Migration,"43.797679911978, 7.601406590430",Italy to Western/Central Europe,http://bit.ly/2mDdKSz,Southern Europe,1,Drowning,2016-11,11/16
44803,Europe,2018-05-09,2018,May,1,0,1,,1,,,Drowning,river,"Durance river, Saint-Martin-de-Queyrières, near Briançon, Hautes-Alpes, France","Corriere della Sera, Franceinfo, 20minutes","44.839670353177, 6.580775142822",Italy to Western/Central Europe,"https://bit.ly/2IlFsB1, https://bit.ly/2KU4o0j, https://bit.ly/2KnEgdc",Western Europe,3,Drowning,2018-05,05/18
42845,Europe,2016-09-06,2016,Sep,1,0,1,,,1,,Drowning,river,"Viaduct in the A8 motorway, near St Agnes, Menton, France, at the Italy-France border",Open Migration,"43.801315700000, 7.457541700000",Italy to Western/Central Europe,"http://bit.ly/2tMpCGC, http://bit.ly/2dDzMj0",Western Europe,4,Drowning,2016-09,09/16
30843,Europe,2017-02-27,2017,Feb,1,0,1,,,1,,Electrocution,land,"Near train station at Balerna, Switzerland",La Provincia,"45.843069700000, 9.000180300000",Italy to Western/Central Europe,"http://bit.ly/2lNys3c, http://bit.ly/2lCGOYN, http://bit.ly/2tio6cT",Western Europe,3,Transportation accident,2017-02,02/17
42389,Europe,2017-08-26,2017,Aug,1,0,1,,,1,,Electrocution,land,"Found dead on train at Cannes La Bocca station, France",Le Parisien,"43.548840100000, 6.986603800000",Italy to Western/Central Europe,http://bit.ly/2iCjv4f,Western Europe,1,Transportation accident,2017-08,08/17
44092,Europe,2018-01-14,2018,Jan,1,0,1,,,1,,Electrocution on railway,land,"Menton train station, France, near the border with Ventimiglia, Italy","Le Parisien, Midi Libre, TV5 Monde","43.774335500000, 7.493156700000",Italy to Western/Central Europe,"http://bit.ly/2mxRtpp, http://bit.ly/2Dk0QDH, http://bit.ly/2EI3Bvg",Southern Europe,3,Transportation accident,2018-01,01/18
30814,Europe,2017-02-17,2017,Feb,1,0,1,,,1,,"Electrocution, Train Accident",land,"Found dead on train at Cannes La Bocca station, France",Le Parisien,"43.555178800000, 6.978879800000",Italy to Western/Central Europe,http://bit.ly/2tjLQO5,Western Europe,1,Transportation accident,2017-02,02/17
30980,Europe,2017-05-19,2017,May,1,0,1,,,1,,"Electrocution, Train Accident",land,"Found dead on train at Cannes La Bocca station, France",Daily Mail,"43.548826400000, 6.985897929000",Italy to Western/Central Europe,http://dailym.ai/2rsMZ7Q,Western Europe,1,Transportation accident,2017-05,05/17
30988,Europe,2017-05-24,2017,May,1,0,1,,,1,,"Electrocution, Train Accident",land,"Found dead on train at Cannes La Bocca station, France",La Gazzetta del Mezzo Giorno,"43.548841660322, 6.986601948738",Italy to Western/Central Europe,"http://bit.ly/2qiklXw, http://openmigration.org/en/analyses/the-border-crossing-deaths-in-ventimiglia/",Western Europe,4,Transportation accident,2017-05,05/17
44066,Europe,2017-12-27,2017,Dec,1,0,1,,,1,,Fall,land,"A8 motorway near Roquebrune-Cap-Martin, France",France Bleu,"43.767230179939, 7.448348116211",Italy to Western/Central Europe,"http://bit.ly/2E4MHqp, http://bit.ly/2CEojyX",Western Europe,3,"Foot migration, accidental",2017-12,12/17
52000,Europe,2019-09-07,2019,Sep,1,0,1,,,1,,Head injury,land,"Body recovered in Dora river, near Bardonecchia, Piamonte, Italy","Il Corriere de la Sera, La Reppublica","45.079408592493, 6.700213388391",Italy to Western/Central Europe,"http://bit.ly/2lDG4ro, http://bit.ly/2m7kCv2",Southern Europe,3,"Foot migration, accidental",2019-09,09/19
42814,Europe,2016-10-23,2016,Oct,1,0,1,,,1,,Hit by car,land,"La Provençale, A8 motorway, France",Imperia,"43.438277900000, 6.469109200000",Italy to Western/Central Europe,"http://bit.ly/2kuYxl8, http://bit.ly/2tMpCGC",Western Europe,3,"Foot migration, accidental",2016-10,10/16
42378,Europe,2016-11-16,2016,Nov,1,0,1,,1,,,Hit by train,land,"Near the Borghetto station at the border between Veneto and Trentino, Italy",Open Migration,"46.099171300000, 10.774698800000",Italy to Western/Central Europe,http://bit.ly/2uLtXwa,Southern Europe,4,"Foot migration, accidental",2016-11,11/16
42775,Europe,2016-11-21,2016,Nov,1,0,1,,,1,1,Hit by train,land,"Near Bolzano, Italy",Express UK,"46.489231300000, 11.312138300000",Italy to Western/Central Europe,http://bit.ly/2gyb9VZ,Southern Europe,1,"Foot migration, accidental",2016-11,11/16
38436,Europe,2017-08-16,2017,Aug,1,0,1,,,1,,Hit by train,land,"Train tunnel, Peglia, Ventimiglia, Italy",ANSA,"43.797499100000, 7.595936900000",Italy to Western/Central Europe,http://bit.ly/2wmvWGH,Southern Europe,1,"Foot migration, accidental",2017-08,08/17
43916,Europe,2017-11-01,2017,Nov,1,0,1,,,1,,Hit by train,land,"Train tracks near Oltrisarco, Bolzano, South Tyrol, Italy",ANSA,"46.484368743783, 11.341695839148",Italy to Western/Central Europe,http://bit.ly/2il8KA1,Southern Europe,1,"Foot migration, accidental",2017-11,11/17
44094,Europe,2018-01-13,2018,Jan,1,0,1,,,1,,Hit by train,land,"Train tracks near Bolzano, South Tyrol, Italy","ANSA, Secolo Trentino","46.498295300000, 11.354758200000",Italy to Western/Central Europe,"http://bit.ly/2mDBPbQ, http://bit.ly/2DCQqfY",Southern Europe,3,"Foot migration, accidental",2018-01,01/18
42821,Europe,2016-12-23,2016,Dec,1,0,1,,,1,,Hit by train,land,"Ventimiglia-Menton train line, Italy",Sky Bet,"43.789179900000, 7.511683100000",Italy to Western/Central Europe,"http://bit.ly/2lgugGO, http://bit.ly/2kFpHIJ, http://bit.ly/2tMpCGC",Western Europe,3,"Foot migration, accidental",2016-12,12/16
44105,Europe,2018-01-20,2018,Jan,1,0,1,,,1,,Hit by train,land,"Train tracks near Balerna, Canton Ticino, Switzerland, near border with Italy","Servizio Informazione Religiosa, Radiotelevisione svizzera, Ticinonews","45.848425100000, 9.007749500000",Italy to Western/Central Europe,"http://bit.ly/2DwqmlP, http://bit.ly/2E9doLM, http://bit.ly/2DFy6pF",Western Europe,3,"Foot migration, accidental",2018-01,01/18
